2014-09-07 06:33:23.312+0000 INFO  [o.n.k.i.n.s.StoreFactory]: [neo4j-db/neostore.relationshipstore.db] brickCount=0 brickSize=8199848b mappedMem=819986432b (storeSize=0b)
2014-09-07 06:33:23.312+0000 INFO  [o.n.k.i.n.s.StoreFactory]: [neo4j-db/neostore.nodestore.db.labels] brickCount=0 brickSize=0b mappedMem=0b (storeSize=68b)
2014-09-07 06:33:23.313+0000 INFO  [o.n.k.i.n.s.StoreFactory]: [neo4j-db/neostore.nodestore.db] brickCount=0 brickSize=1855965b mappedMem=185597952b (storeSize=0b)
2014-09-07 06:33:23.313+0000 INFO  [o.n.k.i.n.s.StoreFactory]: [neo4j-db/neostore.schemastore.db] brickCount=0 brickSize=0b mappedMem=0b (storeSize=64b)
2014-09-07 06:33:23.313+0000 INFO  [o.n.k.i.n.s.StoreFactory]: [neo4j-db/neostore.relationshipgroupstore.db] brickCount=0 brickSize=0b mappedMem=0b (storeSize=25b)
2014-09-07 06:33:23.314+0000 INFO  [o.n.k.i.n.s.StoreFactory]: [neo4j-db/neostore] brickCount=0 brickSize=0b mappedMem=0b (storeSize=63b)
2014-09-07 06:33:23.403+0000 INFO  [o.n.k.a.i.i.LuceneLabelScanStore]: No lucene scan store index found, this might just be first use. Preparing to rebuild.
2014-09-07 06:33:23.628+0000 INFO  [o.n.k.a.i.i.LuceneLabelScanStore]: No lucene scan store index found, this might just be first use. Preparing to rebuild.
2014-09-07 06:33:23.709+0000 INFO  [o.n.k.i.t.x.XaLogicalLog]: Opened logical log [neo4j-db/nioneo_logical.log.1] version=0, lastTxId=1 (clean)
2014-09-07 06:33:23.963+0000 INFO  [o.n.k.a.i.i.LuceneLabelScanStore]: Rebuilding lucene scan store, this may take a while
2014-09-07 06:33:23.965+0000 INFO  [o.n.k.a.i.i.LuceneLabelScanStore]: Lucene scan store rebuilt (roughly -1 nodes)
2014-09-07 06:33:23.968+0000 INFO  [o.n.k.i.t.TxManager]: TM new log: tm_tx_log.1
2014-09-07 06:33:24.044+0000 INFO  [o.n.k.i.t.KernelHealth]: Kernel health set to OK
2014-09-07 06:33:24.058+0000 INFO  [o.n.k.i.t.x.XaLogicalLog]: Opened logical log [neo4j-db/index/lucene.log.1] version=0, lastTxId=1 (clean)
2014-09-07 06:33:24.170+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for KernelDiagnostics:Versions START ---
2014-09-07 06:33:24.176+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for KernelDiagnostics:Versions END ---
2014-09-07 06:33:24.179+0000 INFO  [o.n.k.i.DiagnosticsManager]: --- STARTED diagnostics for NEO_STORE_VERSIONS START ---
